Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-6.3,,
LOW_SHELF,28.0,4.5,0.7,0.29
PEAK,180.0,-0.9,2.0,0.71
LOW_SHELF,250.0,-2.0,0.7,0.28
PEAK,348.0,7.0,1.7,0.84
PEAK,580.0,-1.0,2.0,0.71
PEAK,2800.0,-2.4,2.0,0.71
PEAK,3900.0,2.0,4.0,0.36
PEAK,5800.0,-8.1,2.0,0.71
PEAK,8450.0,-6.0,5.0,0.29
HIGH_SHELF,10000.0,-1.0,0.7,0.28
