Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-5.5,,
PEAK,88.0,-2.6,1.6,0.89
LOW_SHELF,105.0,5.5,0.71,
PEAK,500.0,4.0,0.8,1.7
PEAK,1000.0,-1.1,2.5,0.57
PEAK,2500.0,-4.1,2.0,0.71
PEAK,3300.0,-1.8,4.0,0.36
PEAK,4500.0,4.0,1.0,1.39
PEAK,5589.0,-11.2,6.0,0.24
PEAK,6300.0,-2.0,6.0,0.24
PEAK,7800.0,-5.4,3.0,0.48
