Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-2.7,,
PEAK,800.0,3.0,0.9,1.53
PEAK,90.0,1.2,1.0,1.39
PEAK,1400.0,-2.1,2.1,0.68
PEAK,2400.0,-2.6,1.9,0.75
PEAK,4100.0,-2.2,6.0,0.24
PEAK,7000.0,1.5,0.7,1.92
