Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-7.3,,
LOW_SHELF,50.0,2.8,0.7,0.28
PEAK,210.0,-2.9,0.7,1.92
PEAK,850.0,1.8,1.0,1.39
PEAK,1200.0,-0.9,2.2,0.65
PEAK,2700.0,6.8,1.8,0.79
PEAK,3380.0,-2.0,4.5,0.32
PEAK,4000.0,1.8,5.0,0.29
PEAK,5800.0,5.3,3.0,0.48
PEAK,7000.0,5.2,4.0,0.36
PEAK,11000.0,-7.0,3.0,0.48
