Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-8.4,,
PEAK,150.0,-2.1,0.7,1.92
PEAK,850.0,5.0,0.7,1.92
HIGH_SHELF,2500.0,10.0,0.7,0.36
PEAK,1700.0,-2.0,1.0,1.39
PEAK,6250.0,-10.0,3.8,0.38
PEAK,9650.0,-8.0,5.0,0.29
PEAK,8000.0,2.0,5.0,0.29
HIGH_SHELF,14000.0,-9.0,0.7,0.35
