Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-7.0,,
LOW_SHELF,105.0,5.5,0.71,
PEAK,106.0,-7.0,0.71,1.89
HIGH_SHELF,1700.0,5.0,0.71,
PEAK,1760.0,-6.9,1.5,0.94
PEAK,2750.0,3.7,1.4,1.01
PEAK,3450.0,-7.0,4.0,0.36
PEAK,3770.0,-5.3,4.0,0.36
PEAK,5500.0,-2.2,7.0,0.21
PEAK,7750.0,-6.8,4.0,0.36
HIGH_SHELF,10000.0,2.0,0.71,
