Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-5.0,,
PEAK,100.0,-6.5,0.34,3.4
LOW_SHELF,105.0,5.5,0.71,
PEAK,500.0,0.6,1.0,1.39
PEAK,1950.0,-3.0,1.7,0.84
HIGH_SHELF,2000.0,3.0,0.71,
PEAK,4700.0,-6.7,4.0,0.36
PEAK,8000.0,3.0,1.41,1.0
PEAK,8090.0,-3.0,5.0,0.29
