Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-5.5,,
PEAK,87.0,-3.2,1.2,1.17
LOW_SHELF,105.0,5.5,0.71,
PEAK,160.0,-2.6,1.2,1.17
PEAK,330.0,1.8,1.5,0.94
PEAK,1870.0,-5.0,1.7,0.84
HIGH_SHELF,2000.0,7.0,0.71,
PEAK,4150.0,-5.3,5.0,0.29
PEAK,6180.0,-6.3,6.0,0.24
HIGH_SHELF,9000.0,-7.0,0.71,
PEAK,9500.0,-2.0,3.0,0.48
