Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-7.0,,
LOW_SHELF,105.0,5.5,0.71,
PEAK,970.0,-2.1,1.6,0.89
PEAK,1300.0,-1.3,2.0,0.71
HIGH_SHELF,2100.0,8.5,0.71,
PEAK,2650.0,-1.5,2.5,0.57
PEAK,5650.0,-5.5,4.5,0.32
PEAK,10700.0,-2.2,6.0,0.24
HIGH_SHELF,11000.0,-11.0,0.71,
