Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-7.6,,
LOW_SHELF,115.0,5.5,0.71,
PEAK,85.0,-3.5,0.5,2.54
PEAK,420.0,8.2,1.7,0.84
PEAK,1430.0,-2.5,1.4,1.01
HIGH_SHELF,2000.0,3.5,0.7,0.29
PEAK,4250.0,-2.5,5.0,0.29
PEAK,6500.0,-4.8,2.0,0.71
