Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-2.0,,
LOW_SHELF,50.0,-2.8,0.71,
PEAK,750.0,1.7,1.0,1.39
PEAK,1350.0,-1.6,2.5,0.57
PEAK,2300.0,-4.9,1.6,0.89
PEAK,3350.0,3.3,1.4,1.01
PEAK,5150.0,-4.0,4.0,0.36
PEAK,11600.0,-5.0,6.0,0.24
