Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-7.8,,
LOW_SHELF,40.0,8.0,0.6,1.46
PEAK,186.0,5.3,2.5,0.57
PEAK,340.0,-1.7,3.0,0.48
PEAK,1300.0,-2.7,1.0,1.39
PEAK,1500.0,-1.5,2.0,0.71
PEAK,2700.0,6.0,2.5,0.57
PEAK,3300.0,-2.6,7.0,0.21
PEAK,5700.0,-3.5,3.0,0.48
PEAK,10000.0,4.0,2.0,0.71
HIGH_SHELF,13000.0,-5.0,1.5,
