Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-5.0,,
LOW_SHELF,110.0,5.5,0.7,0.3
LOW_SHELF,165.0,-8.0,0.7,0.33
PEAK,330.0,1.4,1.3,1.08
PEAK,550.0,-1.5,1.5,0.94
PEAK,1300.0,2.0,1.5,0.94
HIGH_SHELF,1400.0,5.0,0.7,0.3
PEAK,3000.0,-2.2,3.0,0.48
PEAK,5650.0,-2.6,5.0,0.29
PEAK,8000.0,-5.1,5.5,0.26
PEAK,11500.0,-4.0,2.0,0.71
