Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-9.0,,
LOW_SHELF,74.0,8.0,0.71,
PEAK,270.0,-2.8,1.0,1.39
PEAK,1250.0,-1.9,1.5,0.94
PEAK,1950.0,-5.2,1.7,0.84
PEAK,3430.0,11.2,0.7,1.92
PEAK,5575.0,-10.4,3.0,0.48
PEAK,7000.0,2.0,3.0,0.48
PEAK,9500.0,-6.0,4.0,0.36
