Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-3.3,,
PEAK,28.0,-5.6,0.5,2.54
LOW_SHELF,105.0,5.5,0.71,
PEAK,107.0,-6.0,1.4,1.01
PEAK,990.0,-2.1,1.6,0.89
PEAK,2650.0,-5.2,0.7,1.92
PEAK,4600.0,7.0,1.3,1.08
PEAK,4800.0,-2.4,6.0,0.24
PEAK,6400.0,-2.2,4.5,0.32
PEAK,8000.0,-3.3,5.5,0.26
HIGH_SHELF,12000.0,-6.0,0.71,
