Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-6.9,,
LOW_SHELF,28.0,7.0,0.71,
PEAK,155.0,0.7,1.4,1.01
PEAK,540.0,1.0,1.4,1.01
PEAK,2250.0,3.3,1.4,1.01
PEAK,6400.0,-4.4,5.0,0.29
PEAK,8200.0,3.9,1.0,1.39
PEAK,8500.0,-3.5,7.0,0.21
HIGH_SHELF,10000.0,-1.0,0.71,
