Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-4.5,,
PEAK,48.0,-6.5,0.5,2.54
LOW_SHELF,105.0,5.5,0.71,
PEAK,125.0,-2.5,2.0,0.71
PEAK,200.0,2.0,2.0,0.71
PEAK,2600.0,-2.8,1.7,0.84
HIGH_SHELF,3000.0,2.8,0.71,
PEAK,3900.0,-1.0,6.0,0.24
PEAK,5700.0,-5.0,4.5,0.32
PEAK,8100.0,-3.7,6.0,0.24
HIGH_SHELF,10000.0,-2.0,0.71,
