Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-9.5,,
LOW_SHELF,75.0,6.3,0.71,
PEAK,230.0,-6.5,0.7,1.92
PEAK,340.0,10.5,1.5,0.94
PEAK,2750.0,-2.4,4.0,0.36
PEAK,3750.0,-1.1,7.0,0.21
PEAK,5650.0,-10.5,2.1,0.68
PEAK,7000.0,6.0,1.4,1.01
PEAK,8500.0,8.0,1.4,1.01
PEAK,10200.0,-4.0,7.0,0.21
HIGH_SHELF,12000.0,-2.0,0.71,
