Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-4.0,,
LOW_SHELF,43.0,-6.5,0.71,
PEAK,90.0,-5.7,1.4,1.01
LOW_SHELF,105.0,5.5,0.71,
PEAK,240.0,1.5,1.1,1.27
PEAK,1070.0,-1.7,1.1,1.27
PEAK,2900.0,-1.5,3.0,0.48
HIGH_SHELF,4000.0,7.0,0.71,
PEAK,5800.0,-3.7,5.0,0.29
PEAK,8100.0,-5.0,5.0,0.29
HIGH_SHELF,11000.0,-6.0,0.71,
