Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-7.5,,
LOW_SHELF,250.0,5.0,0.7,0.3
PEAK,1270.0,-9.0,2.0,0.71
PEAK,1820.0,7.5,1.7,0.84
PEAK,2800.0,-3.6,6.0,0.24
PEAK,3600.0,2.4,4.0,0.36
PEAK,4900.0,-2.1,5.0,0.29
PEAK,7100.0,6.0,4.0,0.36
PEAK,8550.0,5.5,4.0,0.36
