Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-2.6,,
PEAK,43.0,-9.5,0.25,4.17
PEAK,90.0,2.0,1.4,1.01
LOW_SHELF,105.0,5.5,0.71,
PEAK,210.0,6.0,1.3,1.08
PEAK,2550.0,-1.6,2.0,0.71
PEAK,3800.0,3.0,1.0,1.39
PEAK,5100.0,-2.8,3.0,0.48
PEAK,6450.0,-4.0,4.0,0.36
PEAK,8300.0,-3.9,4.0,0.36
HIGH_SHELF,10000.0,-4.0,0.71,
