Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-11.8,,
PEAK,935.0,-2.2,2.0,0.71
PEAK,1900.0,12.0,1.0,1.39
PEAK,4050.0,-6.4,3.3,0.44
PEAK,4700.0,-1.0,5.0,0.29
HIGH_SHELF,5000.0,9.0,0.71,
PEAK,7200.0,-5.8,3.0,0.48
