Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-5.5,,
LOW_SHELF,105.0,5.5,0.71,
PEAK,129.0,-1.6,1.7,0.84
PEAK,215.0,-2.2,1.4,1.01
PEAK,2280.0,-3.8,1.9,0.75
HIGH_SHELF,3000.0,-5.0,0.71,
PEAK,5400.0,-3.2,7.0,0.21
PEAK,7900.0,-1.3,7.0,0.21
