Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-11.0,,
LOW_SHELF,150.0,11.0,0.6,1.4
PEAK,950.0,3.4,1.4,1.01
PEAK,1370.0,-1.5,2.0,0.71
PEAK,2480.0,-4.3,1.8,0.79
PEAK,3950.0,7.7,1.1,1.27
PEAK,5600.0,-8.0,5.0,0.29
HIGH_SHELF,11000.0,7.0,0.71,
