Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-5.3,,
LOW_SHELF,38.0,-4.3,0.71,
PEAK,75.0,-6.2,0.5,2.54
LOW_SHELF,150.0,10.0,0.71,
PEAK,800.0,0.5,1.0,1.39
PEAK,1400.0,-3.5,1.4,1.01
HIGH_SHELF,1800.0,5.0,0.71,
PEAK,4250.0,-3.2,5.0,0.29
PEAK,6300.0,-1.8,5.0,0.29
HIGH_SHELF,10000.0,-6.0,0.71,
