Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-3.8,,
PEAK,30.0,4.0,1.8,0.79
PEAK,70.0,-3.1,2.0,0.71
PEAK,155.0,-2.8,1.7,0.84
PEAK,600.0,0.5,1.7,0.84
PEAK,1800.0,-3.5,1.0,1.39
HIGH_SHELF,3000.0,1.0,0.7,0.28
PEAK,4800.0,4.0,2.5,0.57
PEAK,5940.0,-15.0,5.0,0.29
PEAK,13000.0,-13.5,3.0,0.48
