Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-1.0,,
PEAK,20.0,-3.0,0.7,1.92
LOW_SHELF,125.0,0.1,0.71,
PEAK,800.0,0.8,1.4,1.01
PEAK,1410.0,-2.2,1.3,1.08
PEAK,2700.0,1.7,1.5,0.94
PEAK,4300.0,-2.0,2.6,0.55
PEAK,8000.0,-3.0,3.0,0.48
