Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-4.2,,
PEAK,63.0,2.0,1.4,1.01
PEAK,121.0,-5.0,1.4,1.01
PEAK,450.0,1.3,1.0,1.39
PEAK,1050.0,-1.4,2.0,0.71
HIGH_SHELF,2500.0,4.0,0.71,
PEAK,2850.0,-3.7,1.3,1.08
PEAK,4200.0,3.0,1.4,1.01
PEAK,4700.0,-1.6,7.0,0.21
PEAK,7950.0,-5.0,4.7,0.31
HIGH_SHELF,10000.0,-7.0,0.71,
