Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-3.9,,
PEAK,33.0,-5.2,0.5,2.54
LOW_SHELF,105.0,5.5,0.71,
PEAK,118.0,-7.7,1.1,1.27
PEAK,220.0,1.0,1.4,1.01
PEAK,2800.0,-3.0,1.7,0.84
HIGH_SHELF,3000.0,4.0,0.71,
PEAK,3900.0,-1.2,3.0,0.48
PEAK,5900.0,-3.7,4.5,0.32
PEAK,8200.0,-2.4,6.0,0.24
HIGH_SHELF,10000.0,-3.0,0.71,
