Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-1.0,,
PEAK,200.0,-3.0,0.9,1.53
PEAK,850.0,1.0,1.0,1.39
PEAK,1250.0,-1.0,2.0,0.71
PEAK,1600.0,-1.0,2.0,0.71
PEAK,2250.0,-3.6,2.0,0.71
PEAK,3600.0,2.2,1.4,1.01
PEAK,5270.0,-4.9,4.0,0.36
