Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-9.1,,
LOW_SHELF,55.0,3.0,0.7,0.28
PEAK,200.0,-2.2,0.75,1.8
PEAK,650.0,1.9,0.8,1.7
PEAK,1950.0,-10.0,0.85,1.61
PEAK,4000.0,12.0,0.5,2.54
PEAK,3000.0,2.4,2.0,0.71
PEAK,9500.0,-12.0,3.0,0.48
PEAK,11000.0,-6.0,4.0,0.36
