Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-8.9,,
PEAK,190.0,-5.5,0.5,2.54
PEAK,200.0,1.0,3.0,0.48
PEAK,1180.0,-2.5,2.0,0.71
PEAK,1670.0,-4.0,1.9,0.75
PEAK,3400.0,9.6,0.8,1.7
PEAK,5600.0,-6.1,4.5,0.32
PEAK,7200.0,2.5,2.0,0.71
PEAK,7430.0,-2.0,4.0,0.36
