Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-10.0,,
LOW_SHELF,80.0,4.5,0.71,
LOW_SHELF,105.0,5.5,0.71,
PEAK,180.0,-2.8,1.4,1.01
HIGH_SHELF,1800.0,9.0,0.71,
PEAK,2100.0,-1.0,4.0,0.36
PEAK,3000.0,-1.0,3.0,0.48
PEAK,4000.0,2.0,1.4,1.01
PEAK,4500.0,-2.0,3.0,0.48
PEAK,5200.0,-5.0,3.0,0.48
PEAK,10500.0,-7.0,3.0,0.48
