Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-10.5,,
LOW_SHELF,34.0,5.0,0.71,
LOW_SHELF,105.0,5.5,0.71,
PEAK,930.0,-2.2,1.4,1.01
PEAK,1500.0,-3.8,1.2,1.17
PEAK,2200.0,4.0,1.4,1.01
PEAK,4000.0,-1.3,3.0,0.48
PEAK,5000.0,-4.5,5.0,0.29
PEAK,7500.0,4.0,1.0,1.39
HIGH_SHELF,10000.0,-0.5,0.71,
PEAK,11500.0,-4.0,5.0,0.29
