Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-8.9,,
PEAK,180.0,-3.0,1.0,1.39
PEAK,650.0,1.3,1.4,1.01
PEAK,1770.0,-5.5,1.7,0.84
HIGH_SHELF,2000.0,10.0,0.71,
PEAK,3300.0,-3.2,5.0,0.29
PEAK,4700.0,-6.5,5.0,0.29
HIGH_SHELF,12000.0,-10.0,0.71,
