Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-5.0,,
PEAK,16.0,-4.5,0.9,1.53
PEAK,55.0,-13.0,0.3,3.7
LOW_SHELF,110.0,10.0,0.71,
PEAK,650.0,2.7,1.4,1.01
PEAK,2550.0,-1.6,3.5,0.41
PEAK,3550.0,3.0,1.4,1.01
PEAK,5130.0,-6.8,3.5,0.41
HIGH_SHELF,10000.0,5.0,0.71,
PEAK,8000.0,-5.8,4.5,0.32
