Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-9.9,,
LOW_SHELF,70.0,6.0,0.7,0.31
PEAK,250.0,-4.5,0.7,1.92
PEAK,580.0,-1.3,1.3,1.08
PEAK,1310.0,-1.0,2.0,0.71
PEAK,4052.0,10.0,0.9,1.53
PEAK,5900.0,-0.7,6.0,0.24
