Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-4.1,,
HIGH_SHELF,70.0,-3.0,0.7,0.28
PEAK,210.0,-0.9,2.0,0.71
PEAK,700.0,4.4,0.7,1.92
PEAK,2000.0,-2.2,2.5,0.57
PEAK,2840.0,4.5,2.5,0.57
PEAK,4430.0,5.0,3.0,0.48
PEAK,7100.0,-5.4,7.0,0.21
PEAK,11000.0,-8.0,6.0,0.24
HIGH_SHELF,5000.0,4.0,0.7,0.29
HIGH_SHELF,11000.0,-6.0,0.7,0.31
