Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-5.2,,
PEAK,41.0,-6.5,0.22,4.5
PEAK,590.0,0.9,0.8,1.7
PEAK,1930.0,-8.4,1.3,1.08
PEAK,3850.0,7.8,0.71,1.89
PEAK,7200.0,-0.9,2.0,0.71
PEAK,8600.0,-14.4,2.5,0.57
