Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-11.5,,
LOW_SHELF,60.0,6.0,0.71,
LOW_SHELF,105.0,5.5,0.71,
PEAK,400.0,-4.0,0.3,3.7
PEAK,1800.0,5.0,1.4,1.01
PEAK,2340.0,-3.2,2.9,0.5
PEAK,4000.0,-6.0,1.6,0.89
PEAK,5250.0,-1.5,6.0,0.24
PEAK,6500.0,9.0,0.7,1.92
PEAK,8100.0,-2.6,7.0,0.21
PEAK,10350.0,-4.0,7.0,0.21
