Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-7.4,,
LOW_SHELF,62.0,7.0,0.9,
PEAK,145.0,2.0,4.0,0.36
HIGH_SHELF,200.0,-4.7,1.2,
PEAK,670.0,-7.0,4.5,0.32
PEAK,740.0,6.0,4.5,0.32
PEAK,1820.0,-5.0,1.5,0.94
PEAK,3000.0,5.4,1.8,0.79
PEAK,3450.0,-2.3,6.0,0.24
PEAK,4800.0,3.5,2.0,0.71
HIGH_SHELF,6000.0,-2.5,3.0,
