Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-6.2,,
LOW_SHELF,105.0,5.5,0.71,
PEAK,130.0,-5.4,0.25,4.17
PEAK,590.0,7.4,1.1,1.27
PEAK,970.0,-8.4,1.5,0.94
PEAK,2400.0,9.4,1.0,1.39
PEAK,3250.0,-9.5,2.5,0.57
PEAK,4950.0,-3.4,7.0,0.21
PEAK,5320.0,-6.6,5.0,0.29
HIGH_SHELF,10000.0,1.0,0.71,
PEAK,10550.0,-4.0,7.0,0.21
