Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-5.1,,
LOW_SHELF,60.0,2.0,0.71,
PEAK,210.0,-1.5,0.71,1.89
PEAK,890.0,0.5,1.4,1.01
PEAK,1250.0,-0.9,2.0,0.71
PEAK,2450.0,-7.6,0.8,1.7
PEAK,3000.0,11.9,0.9,1.53
PEAK,4250.0,-3.5,2.2,0.65
PEAK,5500.0,3.0,1.4,1.01
PEAK,8000.0,-4.0,2.0,0.71
HIGH_SHELF,10000.0,5.0,0.71,
