Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-4.4,,
PEAK,175.0,-4.0,0.7,1.92
HIGH_SHELF,1500.0,3.5,0.71,
PEAK,1650.0,-2.4,2.5,0.57
PEAK,2500.0,2.0,1.4,1.01
PEAK,3200.0,-1.5,5.0,0.29
PEAK,4150.0,-4.8,6.5,0.22
PEAK,6700.0,-4.9,5.0,0.29
PEAK,9000.0,-3.9,5.0,0.29
HIGH_SHELF,11000.0,-1.5,0.71,
