Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-8.0,,
LOW_SHELF,70.0,2.1,0.8,
PEAK,140.0,-4.5,0.6,2.19
PEAK,350.0,1.7,1.4,1.01
PEAK,1150.0,-0.7,4.0,0.36
PEAK,1800.0,1.3,2.5,0.57
PEAK,2750.0,-1.4,5.0,0.29
PEAK,4100.0,8.2,1.1,1.27
PEAK,5940.0,-4.2,6.0,0.24
