Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-8.1,,
PEAK,25.0,5.0,0.5,2.54
PEAK,230.0,-5.1,0.6,2.19
PEAK,750.0,4.2,1.0,1.39
PEAK,1050.0,-2.5,2.0,0.71
PEAK,2400.0,-4.7,2.0,0.71
PEAK,3400.0,9.0,5.0,0.29
PEAK,4200.0,3.0,5.0,0.29
PEAK,5650.0,-2.4,7.0,0.21
