Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-5.5,,
LOW_SHELF,105.0,5.5,0.71,
PEAK,1100.0,-4.2,2.0,0.71
HIGH_SHELF,1300.0,7.0,0.71,
PEAK,3050.0,-1.8,3.0,0.48
PEAK,5000.0,-5.1,4.0,0.36
PEAK,8100.0,-4.6,6.0,0.24
HIGH_SHELF,10000.0,-4.0,0.71,
