Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-9.0,,
LOW_SHELF,37.0,6.5,0.71,
LOW_SHELF,105.0,5.5,0.71,
LOW_SHELF,300.0,-3.0,0.71,
PEAK,470.0,2.5,1.2,1.17
PEAK,1200.0,-3.1,1.4,1.01
PEAK,2170.0,5.5,1.0,1.39
PEAK,3580.0,-4.0,6.0,0.24
PEAK,4450.0,-4.0,5.0,0.29
PEAK,6000.0,-3.6,6.0,0.24
HIGH_SHELF,10000.0,-3.0,0.71,
