Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-4.6,,
LOW_SHELF,90.0,2.8,0.71,
PEAK,490.0,1.5,2.0,0.71
PEAK,640.0,-1.0,5.0,0.29
PEAK,860.0,-2.1,3.0,0.48
PEAK,1210.0,-2.6,2.5,0.57
HIGH_SHELF,1500.0,3.5,0.71,
PEAK,1950.0,2.8,2.2,0.65
PEAK,2870.0,-3.1,3.0,0.48
PEAK,8000.0,-5.0,5.0,0.29
PEAK,11000.0,-4.0,3.0,0.48
