Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-2.4,,
PEAK,35.0,-1.7,1.8,0.79
PEAK,400.0,-6.0,0.6,2.19
PEAK,640.0,1.3,4.0,0.36
PEAK,860.0,3.3,2.6,0.55
PEAK,1740.0,-7.5,2.4,0.6
PEAK,2600.0,-3.5,1.5,0.94
PEAK,4200.0,-6.6,2.5,0.57
