Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-5.5,,
LOW_SHELF,105.0,5.5,0.71,
PEAK,180.0,-2.6,0.7,1.92
PEAK,650.0,2.0,1.0,1.39
PEAK,1240.0,-1.6,2.5,0.57
PEAK,3200.0,-4.5,1.5,0.94
HIGH_SHELF,3500.0,6.5,0.71,
PEAK,5500.0,-1.6,7.0,0.21
HIGH_SHELF,10000.0,-12.0,0.71,
PEAK,12000.0,-3.0,2.0,0.71
