Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-1.6,,
HIGH_SHELF,90.0,-4.5,0.7,0.29
PEAK,350.0,2.6,2.5,0.57
PEAK,520.0,-1.4,2.5,0.57
PEAK,1180.0,-1.0,3.0,0.48
HIGH_SHELF,2000.0,4.0,0.7,0.29
PEAK,4000.0,3.5,2.4,0.6
PEAK,5100.0,-7.5,6.0,0.24
PEAK,5500.0,-3.6,6.0,0.24
PEAK,5900.0,-6.1,6.0,0.24
PEAK,7700.0,-4.5,6.0,0.24
